Row Id,LBNL ID,MURR ID,Alternate ID,Site,Latitude,Longitude,Context,Excavator,Source Person,Affiliation,Material,Ware,Fabric,Exterior Decoration,Form,Specific Form,Piece,Group,Era,Temper,Notes,Analytical Notes,Powder Present in Archives,Data Source,Run,Entry,Al,Ca,V,Dy,Mn,Na,K,Sr,As,U,Eu,Ba,Sm,La,Ti,Lu,Nd,Co,Sc,Fe,Ce,Yb,Cs,Ta,Sb,Cr,Th,Ni,Rb,Tb,Hf,Zn,Column #59,Column #60,Column #61,Column #62,Column #63,Column #64,Column #65,Column #66,Column #67,Column #68,Column #69,Column #70,Column #71,Column #72,Column #73,Column #74,Column #75,Column #76
56,ALAM-23,ALAM0023,AS.204,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Blue Core,Blue,,Jar,Closed Vessel,,,,,,,Y,Direct transcription,959,F,91500,35900,163,5.33,847,7700,28700,111,7.2,2.888,1.433,1593.0,6.532,44.38,5000,0.441,38.1,19.94,18.06,51600,91.1,3.06,8.2,1.42,0.63,124.2,14.62,72.0,164.0,0.817,5.26,119.0,,,,,,,,,,,,,,,,,,
57,ALAM-24,ALAM0024,AS.213,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Blue Core,Blue,,Jar,Jug,,,,,,,Y,Direct transcription,959,G,90500,28800,181,5.34,722,6530,27600,234,10.7,2.623,1.438,782.0,6.401,42.76,5120,0.412,37.3,18.75,17.51,47300,85.9,2.97,7.7,1.406,0.52,169.2,13.43,90.0,162.0,0.796,5.09,126.0,,,,,,,,,,,,,,,,,,
58,ALAM-25,ALAM0025,AS.106,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Polished IIIF(BTB),,,Bowl,,,,,,,,Y,Direct transcription,959,H,36700,197900,109,2.72,804,3550,11400,1018,5,1.968,0.812,1972.0,2.782,15.08,1980,0.217,12.8,17.33,11.61,28200,31.1,1.54,3.38,0.479,0.46,168.4,5.43,151.0,48.0,0.435,1.8,63.0,,,,,,,,,,,,,,,,,,
59,ALAM-26,ALAM0026,,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Black polished,,,,,,,,,,,Y,Direct transcription,957,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,ALAM-27,ALAM0027,AP.11,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Slipped,,,Jar,Juglet,,,,,,,Y,Direct transcription,959,J,74300,136200,523,4.34,1013,16100,11700,2978,6.2,11.943,1.052,1172.0,3.461,16.27,4190,0.402,18.3,30.74,29.57,64500,33.6,2.48,2.96,0.406,2.7,177.2,4.11,179.0,21.0,0.603,2.14,114.0,,,,,,,,,,,,,,,,,,
61,ALAM-28,ALAM0028,AP.25,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Polished IIIC,,,Jar,Juglet,,,,,,,Y,Direct transcription,959,K,35300,225300,132,2.95,524,2550,10800,1427,7.3,2.785,0.848,1627.0,3.048,15.64,1850,0.25,13.9,22.04,10.94,25300,31.3,1.75,2.86,0.439,0.89,101.5,4.31,122.0,40.0,0.449,1.73,56.0,,,,,,,,,,,,,,,,,,
62,ALAM-29,ALAM0029,AP.21,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Polished M,,,Bowl,,,,,,,,Y,Direct transcription,959,M,72000,70600,244,4.38,1252,17070,2700,252,2.4,0.646,1.05,694.0,2.961,10.82,4880,0.359,9.9,29.79,27.79,65300,20.4,2.42,1.18,0.27,0.34,139.4,2.18,80.0,19.0,0.508,2.37,131.0,,,,,,,,,,,,,,,,,,
63,ALAM-30,ALAM0030,AS.200,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Polished IIIC,,,Jar,Jug,,,,,,,Y,Direct transcription,959,N,30400,195400,93,3.09,1325,1830,2100,476,3.6,0.633,0.893,3487.0,3.04,15.15,1210,0.233,11.5,19.73,14.21,27000,19.7,1.67,0.71,0.273,0.33,103.6,2.22,140.0,16.0,0.402,0.96,64.0,,,,,,,,,,,,,,,,,,
64,ALAM-31A,ALAM0031A,,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Grey Core Ware,,,,,,,,,,,Y,Direct transcription,957,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,ALAM-31B,ALAM0031B,AS.225,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Black Slip,,,Jar,Jar or Amphora,,,,,,,Y,Direct transcription,959,O,25100,270000,84,3.11,1224,2210,9300,826,0.4,0.623,0.868,2047.0,2.984,15.75,740,0.222,13.9,15.69,11.57,22300,20.3,1.6,1.33,0.271,0.28,97.9,2.25,112.0,29.0,0.425,1.03,52.0,,,,,,,,,,,,,,,,,,
66,ALAM-32,ALAM0032,AS.32,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Polished IIIF,,,Jar,Gourd juglet,,,,,,,Y,Direct transcription,959,P,28800,185300,112,4.6,1449,4570,2200,1019,3.5,1.016,1.208,1514.0,4.59,23.02,1300,0.309,24.4,23.68,12.5,23400,32.1,2.36,0.94,0.411,0.45,155.1,3.4,190.0,20.0,0.627,1.26,98.0,,,,,,,,,,,,,,,,,,
67,ALAM-33,ALAM0033,AS.209,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Polished M (Coarse),,,Jar,Cooking pot,,,,,,,Y,Direct transcription,959,Q,90200,19400,379,5.14,1279,27460,9100,,7.6,0.598,1.142,746.0,3.336,9.56,5920,0.407,13.5,44.79,44.15,81900,18.4,2.69,0.63,0.285,0.47,95.2,2.16,41.0,6.0,0.636,2.0,181.0,,,,,,,,,,,,,,,,,,
68,ALAM-34,ALAM0034,AS.180,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Bin,,,Other,Bin,,,,,,,Y,Direct transcription,959,R,43100,148200,146,3.71,897,5140,13500,502,5.3,0.393,0.976,1505.0,3.189,14.37,2840,0.27,14.6,22.61,18.77,39000,19.6,1.91,1.37,0.229,0.45,79.3,2.15,64.0,29.0,0.444,1.14,111.0,,,,,,,,,,,,,,,,,,
69,ALAM-35,ALAM0035,AS.233,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Bin,,,Other,Bin,,,,,,,Y,Direct transcription,959,S,28200,210300,54,3.47,1546,2420,9800,786,1.8,0.453,1.094,3708.0,3.704,19.38,1520,0.265,16.2,19.5,11.09,23600,24.3,1.81,1.22,0.294,0.4,75.0,2.82,88.0,22.0,0.498,1.09,68.0,,,,,,,,,,,,,,,,,,
70,ALAM-36,ALAM0036,AS.212,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Polished M (Coarse),,,Bowl,Griddle,,,,,,,Y,Direct transcription,959,T,62400,80600,197,2.14,2705,5360,7000,337,6.3,0.369,0.635,2426.0,1.626,6.0,2430,0.214,3.8,33.11,28.83,68400,10.1,1.27,0.83,0.176,0.81,94.1,1.15,77.0,16.0,0.266,0.69,579.0,,,,,,,,,,,,,,,,,,
71,ALAM-37,ALAM0037,AS.165,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Polished M,,,Jar,Storage Jar (Pithos),,,,,,,Y,Direct transcription,959,U,40900,162700,157,3.14,1327,8400,3700,413,2.1,0.476,0.927,2904.0,2.776,12.78,2370,0.286,11.2,23.76,19.65,39600,17.3,1.7,1.01,0.307,0.32,93.9,2.13,88.0,18.0,0.411,1.2,72.0,,,,,,,,,,,,,,,,,,
72,ALAM-38,ALAM0038,AS.232,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Polished IIIF,,,Jar,Conical vessel,,,,,,,Y,Direct transcription,959,V,50700,129800,125,3.25,709,8290,9400,531,3.1,2.283,0.841,896.0,3.169,17.09,3120,0.247,14.5,19.62,16.65,39600,33.0,1.68,3.62,0.505,0.53,239.8,5.13,164.0,47.0,0.458,2.23,84.0,,,,,,,,,,,,,,,,,,
73,ALAM-39,ALAM0039,AS.230,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Polished IIIF,,,Other,Round base,,,,,,,Y,Direct transcription,959,W,30600,170000,65,4.91,1610,5490,1500,1001,5.6,1.027,1.384,3322.0,4.912,25.02,1690,0.366,24.0,26.96,13.13,24500,33.7,2.51,1.58,0.416,0.45,148.2,3.55,179.0,16.0,0.657,1.03,94.0,,,,,,,,,,,,,,,,,,
74,ALAM-40,ALAM0040,AS.231,Alambra,34.989,33.399,,,"Artzy, M.",University of Haifa,Pottery,Red Polished M,,,Bowl,,,,,,,,Y,Direct transcription,959,X,76700,52300,250,4.56,1241,20920,13000,460,1.9,0.544,1.025,702.0,3.078,9.45,5230,0.393,10.6,33.15,30.53,67300,17.5,2.51,1.09,0.224,0.31,94.9,1.9,44.0,14.0,0.574,1.91,135.0,,,,,,,,,,,,,,,,,,
75,AMA-1,AMA0001,A21.21,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Bichrome I,Red,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,E,,112100,,4.6,986,7420,18700,1070,7,2.17,,,3.843,20.09,4790,0.257,6.1,27.02,19.53,47700,42.0,2.32,2.9,0.63,0.7,2241.0,7.01,120.0,52.0,0.511,3.11,45.0,,,,,,,,,,,,,,,,,,
76,AMA-2,AMA0002,A21.22,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Bichrome I,Medium grit red fabric,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,,,,Y,Direct transcription,265,F,,92700,,4.06,957,12780,11400,610,22.6,2.63,,,2.923,15.54,3720,0.252,0.1,28.44,21.85,51200,31.6,1.85,3.6,0.437,0.7,266.6,5.09,197.0,54.0,0.559,2.34,50.0,,,,,,,,,,,,,,,,,,
77,AMA-3,AMA0003,A21.23,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted I,Grey,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,G,,108100,,4.83,1354,5070,12600,889,5.6,1.65,,,4.483,22.42,6420,0.301,4.7,35.16,23.89,61100,52.1,3.27,2.7,0.712,0.5,6532.8,10.28,159.0,60.0,0.361,3.14,62.0,,,,,,,,,,,,,,,,,,
78,AMA-4,AMA0004,A21.24,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted I,Grey,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,H,,109900,,5.01,1055,7840,13600,1110,10.7,2.35,,,3.963,20.94,5290,0.278,7.2,28.75,23.94,54000,45.6,2.66,3.0,0.653,0.5,3271.9,7.85,135.0,73.0,0.484,2.94,64.0,,,,,,,,,,,,,,,,,,
79,AMA-5,AMA0005,A21.28,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted I,Grey,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,J,,83900,,4.79,1054,7940,10000,1078,10.8,2.23,,,4.105,21.21,6110,0.316,6.6,29.17,23.23,54100,46.7,2.84,3.1,0.677,0.5,4150.3,8.71,146.0,60.0,0.421,3.11,60.0,,,,,,,,,,,,,,,,,,
80,AMA-6,AMA0006,A21.25,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted I,Grey,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,K,,101900,,5.06,1190,7930,13700,1118,7.2,1.96,,,4.025,20.05,6820,0.324,4.7,35.3,27.63,63100,46.0,3.31,2.8,0.662,0.6,6397.3,9.55,147.0,52.0,0.347,3.34,46.0,,,,,,,,,,,,,,,,,,
81,AMA-7,AMA0007,A21.26,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted I,Grey,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,M,,100400,,5.33,1062,7800,14400,1159,8.5,2.27,,,3.967,19.96,5880,0.296,6.0,29.19,24.41,55300,43.1,2.73,3.1,0.657,0.6,3617.6,8.0,136.0,82.0,0.398,3.1,58.0,,,,,,,,,,,,,,,,,,
82,AMA-8,AMA0008,A21.29,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Bichrome I,Pink,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,N,,124000,,4.61,1379,8750,10100,836,4,1.71,,,3.337,17.02,4030,0.266,5.3,23.09,21.75,39400,35.0,1.85,3.1,0.563,0.6,860.6,5.23,152.0,53.0,0.503,2.62,36.0,,,,,,,,,,,,,,,,,,
83,AMA-9,AMA0009,A21.31,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Bichrome I,Pink,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,O,,95500,,4.83,932,7640,15600,1092,7.5,2.36,,,4.05,21.35,5450,0.27,7.4,25.35,20.36,49400,45.2,2.62,3.0,0.794,0.8,2709.4,7.68,114.0,70.0,0.531,3.29,56.0,,,,,,,,,,,,,,,,,,
84,AMA-10,AMA0010,A21.32,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Bichrome I,Buff,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,P,,139500,,4.06,940,7320,8400,1177,8.5,2.12,,,3.207,15.58,5020,0.246,4.2,31.46,20.19,53300,35.5,2.62,2.4,0.472,0.8,3686.3,8.1,123.0,43.0,0.226,2.19,44.0,,,,,,,,,,,,,,,,,,
85,AMA-11,AMA0011,A21.33,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted I,Grey,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,Q,47400,115500,254,4.39,1329,8660,9500,1205,30.2,2.32,1.071,389.0,4.028,19.72,6810,0.313,21.2,33.48,26.78,61300,46.3,3.18,3.1,1.075,0.6,6640.6,9.78,144.0,63.0,0.37,0.67,36.0,,,,,,,,,,,,,,,,,,
86,AMA-12,AMA0012,A21.36,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted I,Grey,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,R,45300,115400,240,3.82,1259,7480,15200,1426,10.7,2.24,0.97,426.0,3.771,18.82,5930,0.296,18.8,35.23,27.31,61500,42.4,2.94,2.8,0.797,1.1,5882.7,9.2,146.0,68.0,0.351,0.75,44.0,,,,,,,,,,,,,,,,,,
87,AMA-13,AMA0013,A21.37,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Bichrome I,Pink,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,S,43500,128600,152,3.89,1535,9580,11500,1027,,,,,,18.35,3680,0.261,,23.53,22.47,41100,37.3,1.98,3.0,0.654,1.2,799.7,5.16,118.0,63.0,0.547,0.65,35.0,,,,,,,,,,,,,,,,,,
88,AMA-14,AMA0014,A21.38,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted I,Grey,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,T,54200,115600,253,3.26,1373,7470,14200,1382,,2.51,1.125,653.0,4.258,22.16,4970,0.328,20.9,30.41,25.07,56100,46.9,2.54,3.8,0.789,0.8,2972.0,8.21,158.0,70.0,0.517,0.79,50.0,,,,,,,,,,,,,,,,,,
89,AMA-15,AMA0015,A21.40,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted I,Grey,,,,,"Pottery from Amathus Bichrome I + White Painted I, Group 9, 1050-950 BC",1050-950 B.C.,Coarse,,,Y,Direct transcription,265,U,53500,89600,171,3.96,1059,9390,14800,1192,28.3,2.39,0.98,746.0,3.645,19.13,6960,0.281,18.2,51.77,26.54,63500,41.8,3.16,2.6,0.802,0.8,7423.8,10.42,149.0,78.0,0.241,0.71,58.0,,,,,,,,,,,,,,,,,,
90,AMA-16,AMA0016,A21.6,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,Pink,,,,,"White Painted II, Group 7, 950-850 BC",950-850 B.C.,Coarse,,,Y,Direct transcription,265,V,35600,162100,132,3.4,1013,6540,10600,1944,5.8,2.36,0.799,430.0,3.095,15.61,4310,0.265,16.0,24.37,18.24,41900,34.8,1.93,2.7,0.506,0.6,2191.2,5.64,122.0,46.0,0.442,0.51,41.0,,,,,,,,,,,,,,,,,,
91,AMA-17,AMA0017,A21.7,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,Grey,,,,,"White Painted II, Group 7, 950-850 BC",950-850 B.C.,Coarse,,,Y,Direct transcription,265,W,38500,161700,202,3.81,1342,6250,15100,1879,6.5,2.97,1.006,491.0,3.751,18.75,5550,0.266,17.2,29.52,22.13,50900,39.9,2.61,2.4,0.689,0.6,4069.6,7.44,112.0,56.0,0.447,0.7,62.0,,,,,,,,,,,,,,,,,,
92,AMA-18,AMA0018,A21.8,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,Pink,,,,,"White Painted II, Group 7, 950-850 BC",950-850 B.C.,Coarse,,,Y,Direct transcription,265,X,39000,152700,134,3.06,1050,6860,12800,1152,,2.19,0.819,557.0,3.257,16.69,4350,0.234,14.1,23.39,18.73,44400,35.5,2.11,2.8,0.538,0.7,2473.9,6.15,90.0,44.0,0.404,0.62,46.0,,,,,,,,,,,,,,,,,,
93,AMA-19,AMA0019,A21.12,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,Pink,,,,,"White Painted II, Group 7, 950-850 BC",950-850 B.C.,Coarse,,,Y,Direct transcription,265,Y,34300,154900,110,2.83,988,6560,6800,1436,3.4,1.97,0.785,529.0,3.021,15.67,4430,0.251,14.9,23.81,18.22,40600,32.7,2.03,2.4,0.527,4.2,2334.1,5.82,93.0,59.0,0.392,0.54,48.0,,,,,,,,,,,,,,,,,,
94,AMA-20,AMA0020,A21.17,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,Drab,,,,,"White Painted II, Group 7, 950-850 BC",950-850 B.C.,Coarse,,,Y,Direct transcription,265,Z,49000,82500,81,4.49,1051,9570,21800,1065,14.4,2.42,1.002,488.0,3.817,22.1,4450,0.33,19.1,26.18,21.41,50000,42.4,2.25,3.7,0.658,0.8,656.8,6.55,184.0,78.0,0.65,0.97,26.0,,,,,,,,,,,,,,,,,,
95,AMA-21,AMA0021,A21.1,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,Pink,,,,,"White Painted II, Group 7, 950-850 BC",950-850 B.C.,Coarse grit,,,Y,Direct transcription,286,E,40200,154900,185,3.83,991,6690,11000,1212,,2.15,0.854,536.0,3.072,15.65,4390,0.246,17.3,24.37,18.46,41400,33.1,2.2,2.9,0.532,0.5,2698.9,5.94,91.0,54.0,0.341,2.35,96.0,,,,,,,,,,,,,,,,,,
96,AMA-22,AMA0022,A21.2,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,Cream,,,,,"White Painted II, Group 7, 950-850 BC",950-850 B.C.,Coarse grit,,,Y,Direct transcription,286,F,41400,172500,219,4.61,1237,7610,9100,1815,11,3.16,0.96,438.0,3.576,18.2,5270,0.288,17.4,29.25,21.75,49700,37.7,2.7,2.7,0.568,0.5,3975.4,7.39,106.0,43.0,0.365,2.64,94.0,,,,,,,,,,,,,,,,,,
97,AMA-23,AMA0023,A21.5,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,Buff,,,,,"White Painted II, Group 7, 950-850 BC",950-850 B.C.,Coarse grit,,,Y,Direct transcription,286,G,46800,154800,199,4.71,1087,6310,9700,1322,18.4,2.96,1.0,557.0,3.692,18.92,4860,0.294,18.2,30.16,22.2,51600,37.9,2.79,2.3,0.548,0.9,4583.6,7.85,138.0,43.0,0.339,2.69,99.0,,,,,,,,,,,,,,,,,,
98,AMA-24,AMA0024,A21.15,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,Buff,,,,,"White Painted II, Group 7, 950-850 BC",950-850 B.C.,Coarse grit,,,Y,Direct transcription,286,H,51900,101800,141,4.9,1058,9330,16900,1327,,2.25,1.148,436.0,4.306,21.38,5650,0.325,20.7,29.85,23.59,52500,43.2,2.77,3.4,0.777,0.5,2503.9,7.46,142.0,80.0,0.582,3.13,112.0,,,,,,,,,,,,,,,,,,
99,AMA-25,AMA0025,A21.18,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,White Painted II,Buff,,,,,"White Painted II, Group 7, 950-850 BC",950-850 B.C.,Coarse grit,,,Y,Direct transcription,286,J,59300,93700,132,5.36,1108,9420,14700,1351,47.1,2.38,1.149,567.0,4.37,22.2,5310,0.329,19.9,35.35,24.63,56300,45.6,2.9,3.5,0.747,0.4,3743.7,8.49,129.0,73.0,0.502,3.12,117.0,,,,,,,,,,,,,,,,,,
100,AMA-26,AMA0026,A21.56,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Red Slip,Medium grit red fabric some large inclusions,,,,,"Red Slip Painted (Foreign), Group 12",,,,,Y,Direct transcription,286,K,63900,7300,129,5.2,1586,4880,10200,104,,1.31,1.097,182.0,4.552,28.48,5320,0.301,25.9,26.18,16.04,43200,65.5,2.25,3.6,1.103,0.7,104.5,9.18,85.0,61.0,0.613,4.6,107.0,,,,,,,,,,,,,,,,,,
101,AMA-27,AMA0027,A21.62,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Red Slip,"Fine red fabric with drab core, some inclusions",,,,,"Red Slip Painted (Foreign), Group 12",,,,,Y,Direct transcription,286,M,75700,16400,145,6.23,1748,5310,8100,400,14.6,1.57,1.399,171.0,5.837,33.33,5580,0.397,31.8,29.28,19.35,51300,78.9,2.85,4.0,1.217,0.6,223.1,10.54,114.0,81.0,0.83,5.03,116.0,,,,,,,,,,,,,,,,,,
102,AMA-28,AMA0028,A21.41,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Black Slip II,Medium grit light grey fabric,,,,,"Black Slip II, Group 11",,,,,Y,Direct transcription,286,N,54700,82300,200,4.87,1207,15930,8900,1470,82.2,3.13,1.107,690.0,4.277,22.53,4640,0.326,20.9,26.61,23.98,46100,45.5,2.4,3.5,0.744,0.3,632.1,6.27,137.0,25.0,0.634,3.21,58.0,,,,,,,,,,,,,,,,,,
103,AMA-29,AMA0029,A21.42,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Black Slip II,Medium grit pink fabric,,,,,"Black Slip II, Group 11",,,,,Y,Direct transcription,286,O,31100,129900,198,3.94,1234,6190,7800,1186,,1.52,0.791,379.0,3.109,15.02,5990,0.257,14.6,29.82,19.09,52300,35.5,2.94,2.9,0.759,0.8,6550.1,9.01,121.0,55.0,0.19,2.56,119.0,,,,,,,,,,,,,,,,,,
104,AMA-30,AMA0030,A21.49,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Black Slip II,Medium grit grey buff fabric,,,,,"Black Slip II, Group 11",,,,,Y,Direct transcription,286,P,56000,82200,45,4.41,1093,15220,6200,1489,14.9,2.63,1.019,771.0,4.047,21.61,4270,0.292,17.6,24.55,23.83,45500,43.3,2.36,3.9,0.802,0.5,1276.9,7.06,98.0,47.0,0.577,3.36,64.0,,,,,,,,,,,,,,,,,,
105,AMA-31,AMA0031,A21.53,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Black Slip II,Medium grit grey buff fabric,,,,,"Black Slip II, Group 11",,,,,Y,Direct transcription,286,Q,55700,86300,197,4.56,1051,15010,11600,1338,52.2,2.41,1.074,654.0,4.154,21.0,4260,0.297,19.6,23.92,23.87,44500,44.9,2.23,3.4,0.735,0.4,657.2,6.58,127.0,52.0,0.611,3.02,63.0,,,,,,,,,,,,,,,,,,
106,AMA-32,AMA0032,A21.48,Amathus,34.711,33.141,Tomb 21,,"Gjerstad, E.","The Museum of Mediterranean and Near Eastern Antiquities, Stockholm",Pottery,Black Slip II,Medium grit pink and drab fabric,,,,,"Black Slip II, Group 11",,,,,Y,Direct transcription,286,R,42900,141500,150,4.81,1479,9380,13200,1042,16.5,2.31,0.882,384.0,3.523,18.52,3700,0.266,16.1,23.69,19.8,40900,39.0,1.94,2.5,0.605,0.7,1221.8,5.91,93.0,52.0,0.524,2.7,84.0,,,,,,,,,,,,,,,,,,
